Prov,Dist_MDB,OrgUnitType,OrgUnit5,date_updated_day,date_updated_month,date_updated_year,source,source_name,copyright
,,Surgical Centre,gp NHN Birchmed Surgical Centre,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp NHN Lakefield Surgical Centre,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,JHB,Clinic,gp 17 Esselen Street Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp 4th Avenue Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp 80 Albert Street Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Alexandra 8th Avenue Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Alexandra East Bank Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Barney Molokoane Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Bellavista Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Berario Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Berea Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Bezvalley Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Bophelong Clinic (Johannesburg A),6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Bophelong Clinic (Johannesburg C),6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Bosmont Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Claremont Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Cosmo City Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Crosby Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Crown Gardens Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Davidsonville Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Diepkloof LA Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Diepkloof Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Diepsloot South Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Ebony Park (Kaalfontein) Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Eikenhof Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Eldorado Park Ext 2 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Eldorado Park Ext 9 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Elias Motsoaledi Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Ennerdale Ext 8 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Ennerdale Ext 9 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Eyethu Yarona Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Finetown Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Florida Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Freedom Park Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Glenanda Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Green Village Porta Cabin Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Halfway House Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Helderkruin Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Hikhensile Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Imbalenhle Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Itireleng LA Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Jabavu (Vusabantu) Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Jeppe Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Jeppe Street Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Joubert Park Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Kibler Park Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Klipspruit West Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Kliptown Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lawley 2 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lawley Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lenasia Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lenasia Ext 10 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lenasia Ext 2 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lenasia South Civic Centre Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Malvern Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mandela Sisulu Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Maraisburg Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mayfair Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mayibuye Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Meadowlands Zone 2 Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Michael Maponya Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mid Ennerdale Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Midrand West Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mofolo South Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Moroka Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mountain View Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mpumelelo Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Naledi Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Nazareth House ARV Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Nizamiye Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Nokuphila Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Noordgesig Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp OR Tambo Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Orange Farm Ext 7 Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Orchards Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Orlando LA Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Orlando Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Parkhurst Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Petervale Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Princess Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Protea Glen Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Protea South Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Rabie Ridge Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Randburg Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Rex Street Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Riverlea Ext Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Riverlea Major Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Rosebank Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Rosettenville Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Sandown Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Senaoane Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Shanty Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Sinethemba Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Sinqobile Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Siphumlile Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Slovoville Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Sol Plaatjies Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Sophiatown Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp South Hills Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Thembelihle Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Thoko Mngoma Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Thula Mntwana Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Thuthukani Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Tladi LA Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Tladi Prov Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Tshepisong Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Vlakfontein Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Weilers Farm Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Weltevreden Park Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Wendywood Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Westbury Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Wildebeesfontein Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Windsor Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Witkoppen Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Yeoville Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Zandspruit Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Zola Gateway Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Zondi Clinic,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,Community Health Centre,gp Alexandra CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Chiawelo CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Discoverers CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Hillbrow CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Itireleng CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lenasia South CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Lillian Ngoyi CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
,,,gp Mofolo CHC,6,2,2018,http://www.health.gov.za/index.php/2014-03-17-09-09-38/reports/category/424-reports-2017?download=2652:district-health-barometer-info-2016-2017-06-feb-2018,South African Department of Health,South African Department of Health
