country,admin1_name,fac_name,type,org_owner,lat,long,country_iso3c,admin1_abb
South Africa,Eastern Cape,Nzulwini Clinic,Clinic,MoH,-32.0324,29.10749,ZAF,EC
South Africa,Eastern Cape,Old Bunting Clinic,Clinic,MoH,-31.6723,29.18154,ZAF,EC
South Africa,Eastern Cape,Openshaw Clinic,Clinic,MoH,-33.1582,27.4473,ZAF,EC
South Africa,Eastern Cape,Oviston Satellite Clinic,Satellite Clinic,MoH,-30.778,25.7972,ZAF,EC
South Africa,Eastern Cape,Oxton Clinic,Clinic,MoH,-32.2279,26.70609,ZAF,EC
South Africa,Eastern Cape,Paballong Clinic,Clinic,MoH,-30.4205,28.50627,ZAF,EC
South Africa,Eastern Cape,Pakamisa Clinic,Clinic,MoH,-32.9358,27.45253,ZAF,EC
South Africa,Eastern Cape,Pal 1 Clinic,Clinic,MoH,-33.5666,26.89159,ZAF,EC
South Africa,Eastern Cape,Pal 2 Clinic,Clinic,MoH,-33.5792,26.88387,ZAF,EC
South Africa,Eastern Cape,Palmerton Clinic,Clinic,MoH,-31.3221,29.49067,ZAF,EC
South Africa,Eastern Cape,Palmietfontein Clinic,Clinic,MoH,-30.4307,27.53343,ZAF,EC
South Africa,Eastern Cape,Park Centre Clinic,Clinic,MoH,-33.7639,25.40144,ZAF,EC
South Africa,Eastern Cape,Parkvale Clinic,Clinic,MoH,-31.9211,26.87389,ZAF,EC
South Africa,Eastern Cape,Patensie Town Satellite Clinic,Satellite Clinic,MoH,-33.7589,24.81069,ZAF,EC
South Africa,Eastern Cape,Paterson Clinic,Clinic,MoH,-33.4403,25.97368,ZAF,EC
South Africa,Eastern Cape,Peddie Extension Clinic,Clinic,MoH,-33.1998,27.1041,ZAF,EC
South Africa,Eastern Cape,Peelton Clinic,Clinic,MoH,-32.7727,27.49782,ZAF,EC
South Africa,Eastern Cape,Pefferville Clinic,Clinic,MoH,-33.0119,27.88081,ZAF,EC
South Africa,Eastern Cape,Pelandaba Clinic,Clinic,MoH,-30.5994,27.60077,ZAF,EC
South Africa,Eastern Cape,Pellsrus Clinic,Clinic,MoH,-34.0588,24.9217,ZAF,EC
South Africa,Eastern Cape,Perksdale Clinic,Clinic,MoH,-32.8925,27.07595,ZAF,EC
South Africa,Eastern Cape,Petros Jobane Clinic,Clinic,MoH,-32.9676,27.88499,ZAF,EC
South Africa,Eastern Cape,Phahlakazi Clinic,Clinic,MoH,-31.7699,29.275463,ZAF,EC
South Africa,Eastern Cape,Phakamile Clinic,Clinic,MoH,-31.9368,28.56669,ZAF,EC
South Africa,Eastern Cape,Philani Clinic Cradock,Clinic,MoH,-32.182,25.64048,ZAF,EC
South Africa,Eastern Cape,Philani Clinic Emalahleni,Clinic,MoH,-31.7199,27.19939,ZAF,EC
South Africa,Eastern Cape,Philani Clinic King William's Town,Clinic,MoH,-32.7002,27.55359,ZAF,EC
South Africa,Eastern Cape,Philani Clinic Queenstown,Clinic,MoH,-31.9108,26.87025,ZAF,EC
South Africa,Eastern Cape,Philani NU 1 Clinic,Clinic,MoH,-32.9384,27.77033,ZAF,EC
South Africa,Eastern Cape,Pikholi Clinic,Clinic,MoH,-33.1881,26.96416,ZAF,EC
South Africa,Eastern Cape,Pilani Clinic,Clinic,MoH,-31.9056,29.1473,ZAF,EC
South Africa,Eastern Cape,Pirie Clinic,Clinic,MoH,-32.7924,27.24578,ZAF,EC
South Africa,Eastern Cape,Plumstead Clinic,Clinic,MoH,-32.0262,27.79333,ZAF,EC
South Africa,Eastern Cape,Poly Clinic,Clinic,MoH,-30.6929,26.70762,ZAF,EC
South Africa,Eastern Cape,Port Alfred Clinic,Clinic,MoH,-33.5924,26.88717,ZAF,EC
South Africa,Eastern Cape,Port Alfred Hospital,District Hospital,MoH,-33.5953,26.88312,ZAF,EC
South Africa,Eastern Cape,Port Elizabeth Provincial Hospital,Provincial Tertiary Hospital,MoH,-33.9584,25.59982,ZAF,EC
South Africa,Eastern Cape,Port St Johns CHC,Community Health Centre,MoH,-31.6323,29.54569,ZAF,EC
South Africa,Eastern Cape,Potsdam Clinic,Clinic,MoH,-32.9811,27.64419,ZAF,EC
South Africa,Eastern Cape,Pricesdale Clinic,Clinic,MoH,-32.2477,26.72643,ZAF,EC
South Africa,Eastern Cape,Prinsvale Clinic,Clinic,MoH,-33.027,24.325,ZAF,EC
South Africa,Eastern Cape,Punzana Clinic,Clinic,MoH,-33.049,27.3669,ZAF,EC
South Africa,Eastern Cape,Qamata Clinic,Clinic,MoH,-31.9746,27.43482,ZAF,EC
South Africa,Eastern Cape,Qandu Clinic,Clinic,MoH,-31.733,29.27919,ZAF,EC
South Africa,Eastern Cape,Qanqu Clinic,Clinic,MoH,-30.9188,28.73301,ZAF,EC
South Africa,Eastern Cape,Qaqa Clinic,Clinic,MoH,-31.0204,29.2179,ZAF,EC
South Africa,Eastern Cape,Qasa Clinic,Clinic,MoH,-31.0268,29.41773,ZAF,EC
South Africa,Eastern Cape,Qaukeni Clinic,Clinic,MoH,-31.1641,29.34669,ZAF,EC
South Africa,Eastern Cape,Qebe Clinic,Clinic,MoH,-31.5122,28.0356,ZAF,EC
South Africa,Eastern Cape,Qeto Clinic,Clinic,MoH,-33.326,27.098,ZAF,EC
South Africa,Eastern Cape,Qhiba Clinic,Clinic,MoH,-31.4385,27.72345,ZAF,EC
South Africa,Eastern Cape,Qibira Clinic,Clinic,MoH,-32.9455,27.03459,ZAF,EC
South Africa,Eastern Cape,Qina Clinic,Clinic,MoH,-32.4548,28.18251,ZAF,EC
South Africa,Eastern Cape,Qitsi Clinic,Clinic,MoH,-31.9187,27.92868,ZAF,EC
South Africa,Eastern Cape,Qobo Clinic,Clinic,MoH,-30.7349,29.705825,ZAF,EC
South Africa,Eastern Cape,Qokolweni Clinic,Clinic,MoH,-31.7021,28.7795,ZAF,EC
South Africa,Eastern Cape,Qolombane Clinic Qumbu,Clinic,MoH,-31.4208,28.75845,ZAF,EC
South Africa,Eastern Cape,Qolora-By-Sea Clinic,Clinic,MoH,-32.6335,28.41432,ZAF,EC
South Africa,Eastern Cape,Qombolo Clinic,Clinic,MoH,-32.0024,27.66446,ZAF,EC
South Africa,Eastern Cape,Qoqodala Clinic,Clinic,MoH,-31.7159,26.95022,ZAF,EC
South Africa,Eastern Cape,Queen Nonesi Clinic,Clinic,MoH,-31.821,27.01094,ZAF,EC
South Africa,Eastern Cape,Queen Noti Clinic,Clinic,MoH,-31.1614,28.54875,ZAF,EC
South Africa,Eastern Cape,Queen's Mercy Clinic,Clinic,MoH,-30.2544,28.56883,ZAF,EC
South Africa,Eastern Cape,Qumanco Clinic,Clinic,MoH,-31.7859,27.92353,ZAF,EC
South Africa,Eastern Cape,Qumanco J Tribal Clinic,Clinic,MoH,-31.7938,27.81937,ZAF,EC
South Africa,Eastern Cape,Qumbu CHC,Community Health Centre,MoH,-31.1672,28.86993,ZAF,EC
South Africa,Eastern Cape,Qunu Clinic,Clinic,MoH,-31.7714,28.61708,ZAF,EC
South Africa,Eastern Cape,Qurhu Clinic,Clinic,MoH,-33.0025,27.54388,ZAF,EC
South Africa,Eastern Cape,Qwaninga Clinic,Clinic,MoH,-32.3983,28.62071,ZAF,EC
South Africa,Eastern Cape,Qwidlana Clinic,Clinic,MoH,-30.7988,28.708077,ZAF,EC
South Africa,Eastern Cape,Qwiliqwili Clinic,Clinic,MoH,-32.2836,27.736927,ZAF,EC
South Africa,Eastern Cape,Rabula Clinic,Clinic,MoH,-32.7486,27.16602,ZAF,EC
South Africa,Eastern Cape,Raglan Road Clinic,Clinic,MoH,-33.3068,26.54034,ZAF,EC
South Africa,Eastern Cape,Raymond Mhlaba Clinic,Clinic,MoH,-33.2003,26.14859,ZAF,EC
South Africa,Eastern Cape,Rhodes Satellite Clinic,Satellite Clinic,MoH,-30.7983,27.95999,ZAF,EC
South Africa,Eastern Cape,Rietbron Clinic,Clinic,MoH,-33.1395,23.6142,ZAF,EC
South Africa,Eastern Cape,Robert Mbelekana Clinic,Clinic,MoH,-33.1659,26.91626,ZAF,EC
South Africa,Eastern Cape,Robert Mjobo Clinic,Clinic,MoH,-30.7128,27.21183,ZAF,EC
South Africa,Eastern Cape,Rocklands Clinic,Clinic,MoH,-32.0168,26.47956,ZAF,EC
South Africa,Eastern Cape,Rodana Clinic,Clinic,MoH,-31.9146,27.2014,ZAF,EC
South Africa,Eastern Cape,Rode Clinic,Clinic,MoH,-30.8257,29.13832,ZAF,EC
South Africa,Eastern Cape,Rolweni Clinic,Clinic,MoH,-30.5593,28.81228,ZAF,EC
South Africa,Eastern Cape,Rosedale CHC,Community Health Centre,MoH,-33.7368,25.37618,ZAF,EC
South Africa,Eastern Cape,Rwantsana Clinic,Clinic,MoH,-31.8449,27.313392,ZAF,EC
South Africa,Eastern Cape,Rwarwa Clinic,Clinic,MoH,-32.745,26.90983,ZAF,EC
South Africa,Eastern Cape,Sabalele Clinic,Clinic,MoH,-32.1065,27.45574,ZAF,EC
South Africa,Eastern Cape,Sada Clinic,Clinic,MoH,-32.2028,26.81038,ZAF,EC
South Africa,Eastern Cape,Sandbult Clinic,Clinic,MoH,-31.0003,26.329916,ZAF,EC
South Africa,Eastern Cape,Sanddrif Clinic,Clinic,MoH,-33.9901,23.9695,ZAF,EC
South Africa,Eastern Cape,Sangoni Clinic,Clinic,MoH,-31.6906,28.77252,ZAF,EC
South Africa,Eastern Cape,SAWAS Memorial Hospital Jansenville,District Hospital,MoH,-32.9422,24.66203,ZAF,EC
South Africa,Eastern Cape,Schauderville Clinic,Clinic,MoH,-33.93308400000001,25.57539,ZAF,EC
South Africa,Eastern Cape,Sebeni Clinic,Clinic,MoH,-32.389443,28.596207,ZAF,EC
South Africa,Eastern Cape,Seqhobong Clinic,Clinic,MoH,-30.4353,28.42479,ZAF,EC
South Africa,Eastern Cape,Settlers Day Hospital,Community Health Centre,MoH,-33.3077,26.5335,ZAF,EC
South Africa,Eastern Cape,Settlers Hospital,District Hospital,MoH,-33.3024,26.51464,ZAF,EC
South Africa,Eastern Cape,Seymour Clinic,Clinic,MoH,-32.5507,26.7662,ZAF,EC
South Africa,Eastern Cape,Shawbury Clinic,Clinic,MoH,-31.231,28.95821,ZAF,EC
South Africa,Eastern Cape,Shepherds Hope Clinic,Clinic,MoH,-30.346800000000002,28.59292,ZAF,EC
South Africa,Eastern Cape,Sheshegu Clinic,Clinic,MoH,-32.9013,26.785,ZAF,EC
South Africa,Eastern Cape,Shiloh Clinic,Clinic,MoH,-32.2003,26.82721,ZAF,EC
South Africa,Eastern Cape,Shornville Clinic,Clinic,MoH,-32.8974,27.3988,ZAF,EC
South Africa,Eastern Cape,Sidwadweni Clinic,Clinic,MoH,-31.3564,28.83616,ZAF,EC
South Africa,Eastern Cape,Sidwell Satellite Clinic,Satellite Clinic,MoH,-33.9331,25.57539,ZAF,EC
South Africa,Eastern Cape,Sifonondile Clinic,Clinic,MoH,-31.4913,27.64003,ZAF,EC
South Africa,Eastern Cape,Sigidi Clinic,Clinic,MoH,-30.9424,29.351461,ZAF,EC
South Africa,Eastern Cape,Silvertown Clinic,Clinic,MoH,-33.8265,25.40224,ZAF,EC
South Africa,Eastern Cape,Sinebhongo Clinic,Clinic,MoH,-32.9818,27.85745,ZAF,EC
South Africa,Eastern Cape,Sinqumeni Clinic,Clinic,MoH,-31.4181,28.263015,ZAF,EC
South Africa,Eastern Cape,Sipetu Gateway Clinic,Clinic,MoH,-31.0917,29.18725,ZAF,EC
South Africa,Eastern Cape,Sipetu Hospital,District Hospital,MoH,-31.0917,29.18731,ZAF,EC
South Africa,Eastern Cape,Sitebe Clinic,Clinic,MoH,-31.8829,28.58088,ZAF,EC
South Africa,Eastern Cape,Soga Clinic,Clinic,MoH,-32.0292,28.73821,ZAF,EC
South Africa,Eastern Cape,Sonwabile Clinic,Clinic,MoH,-31.0745,28.36102,ZAF,EC
South Africa,Eastern Cape,Sonwabo Zandile Clinic,Clinic,MoH,-30.9666,27.59404,ZAF,EC
South Africa,Eastern Cape,SOS Clinic,Clinic,MoH,-31.6222,28.745361,ZAF,EC
South Africa,Eastern Cape,Soto Clinic,Clinic,MoH,-32.6985,28.13394,ZAF,EC
South Africa,Eastern Cape,Soweto Clinic,Clinic,MoH,-33.8599,25.56761,ZAF,EC
South Africa,Eastern Cape,Springrove Clinic,Clinic,MoH,-32.1105,26.46334,ZAF,EC
South Africa,Eastern Cape,Springs Clinic,Clinic,MoH,-32.4598,28.07916,ZAF,EC
South Africa,Eastern Cape,SS Gida Gateway Clinic,Clinic,MoH,-32.6745,27.14364,ZAF,EC
South Africa,Eastern Cape,SS Gida Hospital,District Hospital,MoH,-32.6745,27.1435,ZAF,EC
South Africa,Eastern Cape,St Augustine's Clinic,Clinic,MoH,-31.2242,28.60248,ZAF,EC
South Africa,Eastern Cape,St Barnabas Gateway Clinic,Clinic,MoH,-31.5642,29.11617,ZAF,EC
South Africa,Eastern Cape,St Barnabas Hospital,District Hospital,MoH,-31.564199,29.11617,ZAF,EC
South Africa,Eastern Cape,St Elizabeth's Gateway Clinic,Clinic,MoH,-31.3599,29.56554,ZAF,EC
South Africa,Eastern Cape,St Elizabeth's Hospital,Regional Hospital,MoH,-31.3598,29.56532,ZAF,EC
South Africa,Eastern Cape,St Francis Bay Clinic,Clinic,MoH,-34.1746,24.81781,ZAF,EC
South Africa,Eastern Cape,St Francis Hospital,District Hospital,MoH,-30.6887,26.69921,ZAF,EC
South Africa,Eastern Cape,St Lucy's Gateway Clinic,Clinic,MoH,-31.3004,28.63081,ZAF,EC
South Africa,Eastern Cape,St Lucy's Hospital,District Hospital,MoH,-31.3007,28.62983,ZAF,EC
South Africa,Eastern Cape,St Mark's Clinic,Clinic,MoH,-32.0127,27.40759,ZAF,EC
South Africa,Eastern Cape,St Matthew's Clinic,Clinic,MoH,-32.6477,27.18104,ZAF,EC
South Africa,Eastern Cape,St Michael's Clinic,Clinic,MoH,-30.4713,27.44145,ZAF,EC
South Africa,Eastern Cape,St Patrick's Gateway Clinic,Clinic,MoH,-30.8653,29.85164,ZAF,EC
South Africa,Eastern Cape,St Patrick's Hospital,District Hospital,MoH,-30.8654,29.85162,ZAF,EC
South Africa,Eastern Cape,St Thomas Clinic,Clinic,MoH,-32.6989,27.37067,ZAF,EC
South Africa,Eastern Cape,Stanford Terrace Clinic,Clinic,MoH,-31.5862,28.78321,ZAF,EC
South Africa,Eastern Cape,Station Hill Clinic,Clinic,MoH,-33.5817,26.89301,ZAF,EC
South Africa,Eastern Cape,Sterkspruit Town Clinic,Clinic,MoH,-30.533199,27.35337,ZAF,EC
South Africa,Eastern Cape,Sterkstroom Clinic,Clinic,MoH,-31.5531,26.55336,ZAF,EC
South Africa,Eastern Cape,Sterkstroom Hospital,District Hospital,MoH,-31.5531,26.55338,ZAF,EC
South Africa,Eastern Cape,Steynsburg Clinic,Clinic,MoH,-31.2959,25.82442,ZAF,EC
South Africa,Eastern Cape,Steynsburg Hospital,District Hospital,MoH,-31.2932,25.813211,ZAF,EC
South Africa,Eastern Cape,Steytler Satellite Clinic,Satellite Clinic,MoH,-33.933083,25.57539,ZAF,EC
South Africa,Eastern Cape,Stoney Croft Satellite Clinic,Satellite Clinic,MoH,-31.6831,27.31765,ZAF,EC
South Africa,Eastern Cape,Stormsriver Satellite Clinic,Satellite Clinic,MoH,-33.9948,23.88756,ZAF,EC
South Africa,Eastern Cape,Stow Road Clinic,Clinic,MoH,-33.7731,25.40637,ZAF,EC
South Africa,Eastern Cape,Stutterheim Clinic,Clinic,MoH,-32.5694,27.42647,ZAF,EC
South Africa,Eastern Cape,Stutterheim Hospital,District Hospital,MoH,-32.5713,27.419427,ZAF,EC
South Africa,Eastern Cape,Sundays Valley  Hospital Kirkwood,District Hospital,MoH,-33.3947,25.44001,ZAF,EC
South Africa,Eastern Cape,Sunduza Clinic,Clinic,MoH,-30.6155,27.39112,ZAF,EC
South Africa,Eastern Cape,Sundwana Clinic,Clinic,MoH,-32.0956,28.5514,ZAF,EC
South Africa,Eastern Cape,Swartkops Satellite Clinic,Satellite Clinic,MoH,-33.8809,25.59174,ZAF,EC
South Africa,Eastern Cape,Swartwater Clinic,Clinic,MoH,-31.6665,26.83138,ZAF,EC
South Africa,Eastern Cape,Sweetwaters Clinic,Clinic,MoH,-32.9015,27.41565,ZAF,EC
South Africa,Eastern Cape,Sydenham Satellite Clinic,Satellite Clinic,MoH,-33.9366,25.60241,ZAF,EC
South Africa,Eastern Cape,Tabankulu CHC,Community Health Centre,MoH,-30.9633,29.29951,ZAF,EC
South Africa,Eastern Cape,Tabase Clinic,Clinic,MoH,-31.5718,28.5706,ZAF,EC
South Africa,Eastern Cape,Tafalofefe Gateway Clinic,Clinic,MoH,-32.4292,28.47317,ZAF,EC
South Africa,Eastern Cape,Tafalofefe Hospital,District Hospital,MoH,-32.4102,28.51829,ZAF,EC
South Africa,Eastern Cape,Taleni Clinic,Clinic,MoH,-32.161,28.38973,ZAF,EC
South Africa,Eastern Cape,Tamara Clinic,Clinic,MoH,-33.0001,27.23607,ZAF,EC
South Africa,Eastern Cape,Tanga Clinic,Clinic,MoH,-32.2529,28.18506,ZAF,EC
South Africa,Eastern Cape,Tarkastad Clinic,Clinic,MoH,-32.0099,26.25936,ZAF,EC
South Africa,Eastern Cape,Tayler Bequest Gateway Clinic Matatiele,Clinic,MoH,-30.3473,28.82105,ZAF,EC
South Africa,Eastern Cape,Tayler Bequest Hospital Matatiele,District Hospital,MoH,-30.3327,28.80195,ZAF,EC
South Africa,Eastern Cape,Taylor Bequest Gateway Clinic Elundini,Clinic,MoH,-30.6892,28.50994,ZAF,EC
South Africa,Eastern Cape,Taylor Bequest Hospital Elundini,District Hospital,MoH,-30.6894,28.50961,ZAF,EC
South Africa,Eastern Cape,Tela Clinic,Clinic,MoH,-30.759,29.45606,ZAF,EC
South Africa,Eastern Cape,Tembelihle Clinic,Clinic,MoH,-31.5275,27.70009,ZAF,EC
South Africa,Eastern Cape,Tembisa NU 7 Clinic,Clinic,MoH,-32.953,27.72368,ZAF,EC
South Africa,Eastern Cape,Tentergate Clinic,Clinic,MoH,-32.0907,26.46209,ZAF,EC
South Africa,Eastern Cape,Thabachicha Clinic,Clinic,MoH,-30.3631,28.39098,ZAF,EC
South Africa,Eastern Cape,Thanduxolo Clinic,Clinic,MoH,-33.7945,25.57816,ZAF,EC
South Africa,Eastern Cape,Thembalesizwe Clinic,Clinic,MoH,-32.4727,24.05254,ZAF,EC
South Africa,Eastern Cape,Thembalethu Clinic Buffalo City,Clinic,MoH,-32.8872,27.789093,ZAF,EC
South Africa,Eastern Cape,Thembalethu Clinic Sakhisizwe,Clinic,MoH,-31.3376,27.86087,ZAF,EC
South Africa,Eastern Cape,Thembisa Clinic,Clinic,MoH,-31.021,26.3188,ZAF,EC
South Africa,Eastern Cape,Theo Claasen Satellite Clinic,Satellite Clinic,MoH,-33.884699000000005,25.51816,ZAF,EC
South Africa,Eastern Cape,Thornhill CHC,Community Health Centre,MoH,-31.9872,26.61368,ZAF,EC
South Africa,Eastern Cape,Thornhill Clinic,Clinic,MoH,-33.8909,25.147596,ZAF,EC
South Africa,Eastern Cape,Thozamile Madakana Clinic,Clinic,MoH,-32.7737,26.64749,ZAF,EC
South Africa,Eastern Cape,Tina Falls Clinic,Clinic,MoH,-31.2197,29.02021,ZAF,EC
South Africa,Eastern Cape,Tombo CHC,Community Health Centre,MoH,-31.6274,29.38288,ZAF,EC
South Africa,Eastern Cape,Tora Clinic,Clinic,MoH,-31.8843,28.15048,ZAF,EC
South Africa,Eastern Cape,Trafalgar Clinic,Clinic,MoH,-33.9419,25.60289,ZAF,EC
South Africa,Eastern Cape,Tsakana Clinic,Clinic,MoH,-31.8478,27.468639,ZAF,EC
South Africa,Eastern Cape,Tsawana Clinic,Clinic,MoH,-30.807,29.91565,ZAF,EC
South Africa,Eastern Cape,Tsembeyi Clinic,Clinic,MoH,-31.5858,27.01401,ZAF,EC
South Africa,Eastern Cape,Tsengiwe Clinic,Clinic,MoH,-31.5732,27.657083,ZAF,EC
South Africa,Eastern Cape,Tshabo Clinic,Clinic,MoH,-32.9273,27.54748,ZAF,EC
South Africa,Eastern Cape,Tshangana Clinic,Clinic,MoH,-33.8911,25.599240000000002,ZAF,EC
South Africa,Eastern Cape,Tshatshu Clinic,Clinic,MoH,-32.9168,27.45184,ZAF,EC
South Africa,Eastern Cape,Tshezi Clinic,Clinic,MoH,-31.958,29.092837,ZAF,EC
South Africa,Eastern Cape,Tshungwana Clinic,Clinic,MoH,-30.9776,29.02733,ZAF,EC
South Africa,Eastern Cape,Tsilitwa Clinic,Clinic,MoH,-30.9798,28.74038,ZAF,EC
South Africa,Eastern Cape,Tsitsikamma Clinic,Clinic,MoH,-32.2269,26.56985,ZAF,EC
South Africa,Eastern Cape,Tsolo Clinic,Clinic,MoH,-31.3071,28.75855,ZAF,EC
South Africa,Eastern Cape,Tsomo Village Clinic,Clinic,MoH,-32.0383,27.82084,ZAF,EC
South Africa,Eastern Cape,Tutura Clinic,Clinic,MoH,-32.3796,28.23459,ZAF,EC
South Africa,Eastern Cape,Twecu Clinic,Clinic,MoH,-33.0675,27.25407,ZAF,EC
South Africa,Eastern Cape,Twee Riviere Clinic,Clinic,MoH,-33.8396,23.89247,ZAF,EC
South Africa,Eastern Cape,Tyali Clinic,Clinic,MoH,-32.5754,28.32852,ZAF,EC
South Africa,Eastern Cape,Tyamzashe FP Clinic,Clinic,MoH,-32.8464,27.44079,ZAF,EC
South Africa,Eastern Cape,Tyata Clinic,Clinic,MoH,-33.185,27.16,ZAF,EC
South Africa,Eastern Cape,Tyelebana Clinic,Clinic,MoH,-31.6902,28.44021,ZAF,EC
South Africa,Eastern Cape,Tylden Clinic,Clinic,MoH,-32.115,27.07048,ZAF,EC
South Africa,Eastern Cape,Tyutyu Clinic,Clinic,MoH,-32.8424,27.45701,ZAF,EC
South Africa,Eastern Cape,Tyutyu Village Clinic,Clinic,MoH,-32.8334,27.38691,ZAF,EC
South Africa,Eastern Cape,Ugie Clinic,Clinic,MoH,-31.1967,28.23143,ZAF,EC
South Africa,Eastern Cape,Uitenhage Hospital,District Hospital,MoH,-33.7415,25.40679,ZAF,EC
South Africa,Eastern Cape,Ulundi Clinic,Clinic,MoH,-30.644,28.20936,ZAF,EC
South Africa,Eastern Cape,Umasizakhe Clinic,Clinic,MoH,-32.2502,24.54153,ZAF,EC
South Africa,Eastern Cape,Umlamli Gateway Clinic,Clinic,MoH,-30.5604,27.47457,ZAF,EC
South Africa,Eastern Cape,Umlamli Hospital,District Hospital,MoH,-30.560399,27.47457,ZAF,EC
South Africa,Eastern Cape,Umnga Flats Clinic,Clinic,MoH,-31.4386,28.36893,ZAF,EC
South Africa,Eastern Cape,Umtumase Clinic,Clinic,MoH,-30.5651,28.543328,ZAF,EC
South Africa,Eastern Cape,Union Street Clinic,Clinic,MoH,-32.7201,25.58314,ZAF,EC
South Africa,Eastern Cape,Upper Lafuta Clinic,Clinic,MoH,-31.6316,27.62406,ZAF,EC
South Africa,Eastern Cape,Upper Mncuncuzo Clinic,Clinic,MoH,-31.9089,27.54861,ZAF,EC
South Africa,Eastern Cape,Upper Ncera Clinic,Clinic,MoH,-32.7317,26.92783,ZAF,EC
South Africa,Eastern Cape,Upper Xongora Clinic,Clinic,MoH,-31.673,28.52188,ZAF,EC
South Africa,Eastern Cape,Vaalbank Clinic,Clinic,MoH,-31.6083,26.92519,ZAF,EC
South Africa,Eastern Cape,Veeplaas Clinic,Clinic,MoH,-33.8537,25.55072,ZAF,EC
South Africa,Eastern Cape,Venterstad Clinic,Clinic,MoH,-30.7782,25.79686,ZAF,EC
South Africa,Eastern Cape,Vera Barford Clinic,Clinic,MoH,-32.7346,25.59144,ZAF,EC
South Africa,Eastern Cape,Victoria Gateway Clinic,Clinic,MoH,-32.775199,26.84678,ZAF,EC
South Africa,Eastern Cape,Victoria Hospital,District Hospital,MoH,-32.7752,26.84678,ZAF,EC
South Africa,Eastern Cape,Victoria Street Clinic,Clinic,MoH,-33.3324,24.34143,ZAF,EC
South Africa,Eastern Cape,Virginia Shumane Clinic,Clinic,MoH,-33.2961,26.54646,ZAF,EC
South Africa,Eastern Cape,Vukukhanye Gateway Clinic,Clinic,MoH,-32.0956,28.87835,ZAF,EC
South Africa,Eastern Cape,Vuyolwethu Clinic,Clinic,MoH,-33.3326,24.34141,ZAF,EC
South Africa,Eastern Cape,Walmer 14th Avenue Clinic,Clinic,MoH,-33.9823,25.56297,ZAF,EC
South Africa,Eastern Cape,War Memorial Clinic,Clinic,MoH,-32.7928,26.83078,ZAF,EC
South Africa,Eastern Cape,Wartburg Clinic,Clinic,MoH,-32.4447,27.42067,ZAF,EC
South Africa,Eastern Cape,Washington Clinic,Clinic,MoH,-32.9922,27.01054,ZAF,EC
South Africa,Eastern Cape,Welcomewood Clinic,Clinic,MoH,-33.0091,27.59793,ZAF,EC
South Africa,Eastern Cape,Wells Estate Clinic,Clinic,MoH,-33.8227,25.63385,ZAF,EC
South Africa,Eastern Cape,Wesley Clinic,Clinic,MoH,-33.3226,27.33689,ZAF,EC
South Africa,Eastern Cape,West End CHC,Community Health Centre,MoH,-33.8847,25.51816,ZAF,EC
South Africa,Eastern Cape,Westbank Nursery School Satellite Clinic,Satellite Clinic,MoH,-33.0318,27.91022,ZAF,EC
South Africa,Eastern Cape,Weston Clinic,Clinic,MoH,-33.8484,24.86541,ZAF,EC
South Africa,Eastern Cape,Whittlesea CHC,Community Health Centre,MoH,-32.1729,26.82082,ZAF,EC
South Africa,Eastern Cape,Wilhelm Stahl Hospital Middelburg,District Hospital,MoH,-31.4917,24.99351,ZAF,EC
South Africa,Eastern Cape,Willowmore Clinic,Clinic,MoH,-33.2921,23.48714,ZAF,EC
South Africa,Eastern Cape,Willowmore Hospital,District Hospital,MoH,-33.3004,23.46757,ZAF,EC
South Africa,Eastern Cape,Willowvale CHC,Community Health Centre,MoH,-32.2654,28.49823,ZAF,EC
South Africa,Eastern Cape,Wilo Clinic,Clinic,MoH,-31.8936,28.94321,ZAF,EC
South Africa,Eastern Cape,Wittebergen Clinic,Clinic,MoH,-30.6023,27.10606,ZAF,EC
South Africa,Eastern Cape,Wongalethu Clinic,Clinic,MoH,-33.0267,24.32549,ZAF,EC
South Africa,Eastern Cape,Woodlands Clinic,Clinic,MoH,-34.0031,24.16501,ZAF,EC
South Africa,Eastern Cape,Xhora CHC,Community Health Centre,MoH,-31.9678,28.68389,ZAF,EC
South Africa,Eastern Cape,Xhwili Clinic,Clinic,MoH,-31.7352,28.567990000000002,ZAF,EC
South Africa,Eastern Cape,Xonxa Clinic,Clinic,MoH,-31.8489,27.08949,ZAF,EC
South Africa,Eastern Cape,Xopozo Clinic,Clinic,MoH,-30.9883,29.460376,ZAF,EC
South Africa,Eastern Cape,Xume Clinic,Clinic,MoH,-32.0595,27.9032,ZAF,EC
South Africa,Eastern Cape,Xurana Clinic,Clinic,MoH,-31.2348,29.494853,ZAF,EC
South Africa,Eastern Cape,Yonda Clinic,Clinic,MoH,-32.2842,26.67465,ZAF,EC
South Africa,Eastern Cape,Zabasa Clinic,Clinic,MoH,-31.4464,28.27157,ZAF,EC
South Africa,Eastern Cape,Zadungeni Clinic,Clinic,MoH,-31.5612,27.89382,ZAF,EC
South Africa,Eastern Cape,Zalara Clinic,Clinic,MoH,-32.5953,27.10132,ZAF,EC
South Africa,Eastern Cape,Zanempilo Clinic East London,Clinic,MoH,-32.9545,27.99148,ZAF,EC
South Africa,Eastern Cape,Zanempilo Clinic Zwelitsha,Clinic,MoH,-32.801,27.41786,ZAF,EC
South Africa,Eastern Cape,Zazulwana Clinic,Clinic,MoH,-32.2946,28.16056,ZAF,EC
