admin1_name,admin2_name,admin3_name,fac_id,fac_name,date_opened,date_closed,coordinates,long,lat,contactperson,address,org_owner,org_rural_urban,type,admin1_abb
Gauteng,Johannesburg,Johannesburg C SD,b9md3JiLVpQ,Davidsonville Clinic,2000-04-01,NA,"[27.84892,-26.15463]",27.84892,-26.1546,NA,"Cnr Minaar and Campbell Streets, Davidsonville, Roodepoort",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,bjToDPpBlYn,Dischem Clearwater Pharmacy,2010-04-01,NA,"[27.904844,-26.126791]",27.904844,-26.1267,Demitri Combrinck,"Shop 32/32, A Clearwater Mall, cnr Hendrik Potgieter Drive and Christiaan de Wet Road, Strubensvalley, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,N1WPfhf3mkN,Dischem Randridge Mall Pharmacy,2017-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,stsJkbzcB9R,Dischem Roodepoort (Princess Crossing) Pharmacy,2017-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,ZlEJNx2ift7,Dischem Strubens Valley Pharmacy,2017-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,HPQGRZ9UnRD,Discoverers CHC,2000-04-01,NA,"[27.89417,-26.16581]",27.89417,-26.1658,NA,"35 Clarendon Drive, Discovery, Roodepoort",Gov Province,Urban,Community Health Centre,GP
Gauteng,Johannesburg,Johannesburg C SD,ZFEQ7TIHFUf,Dr AH Jeena General Practitioner,2002-04-01,2011-05-31,"[27.86608,-26.16159]",27.86608,-26.1615,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,hCywcbbtcKS,Dr BN Ogundipe General Practitioner,2016-06-01,2018-01-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,Xos8yi2hYwr,Dr Bulbulia General Practitioner,2003-03-01,2003-04-30,"[28.01282,-26.20082]",28.01282,-26.2008,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,Iz1AZbzLdxH,Dr F Moolla General Practitioner,2004-01-01,2015-11-30,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,GIf6Iof7WRQ,Dr LA Gallon General Practitioner,2002-04-01,2015-02-28,"[27.90297,-26.16924]",27.90297,-26.1692,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,Pr5qkFyJCUf,Dr M Setshogoe General Practitioner,2016-04-01,2018-06-30,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,u6YXEAVRQ1n,Dr Nomtetho Ogundiphe General Practitioner,2016-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,JpviHCFcFcP,Dr PS Mabela General Practitioner,2015-04-01,2018-01-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg C SD,gnfpf65Xgn8,Emthonjeni RTC Non-Medical Site,2013-04-01,2017-10-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg C SD,fBmkfyWgx8f,Featherbrook Pharmacy,2010-04-01,NA,"[27.87174,-26.091385]",27.87174,-26.0913,NA,"Shop 3B, Featherbrook Village Shopping Centre, Cnr Hendrik Potgieter and Peter Road, Ruimsig, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,ep4hmhcXDAe,Flora and Wilgeheuwel Clinic (Sr Grayson),2001-12-01,NA,"[27.912777,-26.170978]",27.912777,-26.1709,NA,"8 Madeline Street, Florida",Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,GQjgrmXx6YL,Florida Clinic,2000-04-01,2018-03-31,"[27.91278,-26.1706]",27.91278,-26.1706,NA,"8 Madeline Street, Florida",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,XDx5Tb3f1w5,Florida Park LA EMS Station,2013-04-01,NA,"[27.90536,-26.15119]",27.90536,-26.1511,NA,"Golf Club Terrace and Ontdekkers Road, Roodepoort",Gov Municipality,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg C SD,l9ImkAXRsdw,Florona Old Age Home,2015-06-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Longterm Care,GP
Gauteng,Johannesburg,Johannesburg C SD,CR0CwL1VuCx,Hadeco Family Planning Clinic,2002-04-01,2003-09-30,NA,NA,NA,NA,NA,Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,hcFSHESljwS,Helderkruin Clinic,2000-04-01,NA,"[27.869236,-26.137497]",27.869236,-26.1374,NA,"Pheasant Street, Helderkruin",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,qMK3Ob4Wxxt,Hodgsonstreet LA EMS Station,2013-04-01,NA,"[27.86492,-26.16026]",27.86492,-26.1602,NA,"Hodgson Street, Roodepoort",Gov Municipality,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg C SD,MhTbpJvD8rR,Huntershill LA EMS Station,2013-04-01,NA,"[27.95234,-26.06409]",27.95234,-26.064,NA,"Maple Street, Huntershill, Hunters Hill",Gov Municipality,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg C SD,npYLgVfdC4y,Itsoseng Non-Medical Site,2014-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg C SD,uiVt4VMgoBx,Johannesburg C Health sub-District - LG EHS,2011-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,EHS LG Service,GP
Gauteng,Johannesburg,Johannesburg C SD,odkmdm8BymE,Johannesburg C Health sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,GP
Gauteng,Johannesburg,Johannesburg C SD,FCmz0dbJmJu,Johannesburg C Health sub-District - Prov EHS,2012-11-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,EHS Prov Service,GP
Gauteng,Johannesburg,Johannesburg C SD,dI7Jn8MitSK,Jukskei Park Pharmacy,2003-08-01,NA,"[27.983407,-26.033681]",27.983407,-26.0336,NA,"Cnr Robyn and Platina Street, Jukskei Park, Johannesburg",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,VW4IuOTIV73,Lancet Depot 2 Laboratory,2018-01-01,NA,"[27.919787,-26.1516]",27.919787,-26.1516,NA,"Entrance In Joseph Lister Street, Gate 2 Mayo 6 Ground Floor",Private,Urban,Laboratory,GP
Gauteng,Johannesburg,Johannesburg C SD,y88q5ulNUvD,Lancet Witpoortjie Laboratory,2018-01-01,NA,"[27.825281,-26.163183]",27.825281,-26.1631,NA,"28 McGrath Street, Witpoortjie, Krugersdorp",Private,Urban,Laboratory,GP
Gauteng,Johannesburg,Johannesburg C SD,knPxAkuxUva,Life Flora Hospital,2002-05-01,NA,"[27.920641,-26.151695]",27.920641,-26.1516,NA,"William Nicholl Road, Roodepoort",Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,su8O1OSns6L,Lifemed Hospital,2000-04-01,NA,"[27.93667,-26.20111]",27.93667,-26.2011,NA,Perde Avenue,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,OD99s3WKaWD,Lifemed Non-Medical Site,2006-06-01,NA,"[27.935142,-26.199961]",27.935142,-26.1999,NA,"91 Leader Avenue, Randburg",Province Aided,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg C SD,bGVy3RfbQrn,Life Wilgeheuwel Hospital,2000-04-01,NA,"[27.92435,-26.09957]",27.92435,-26.0995,NA,NA,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,UPeLaD8vwDR,Mayo Hospital,1994-01-01,NA,"[27.92086,-26.15047]",27.92086,-26.1504,NA,NA,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,eln13kRUbTS,Medicare Boskruin Medical Centre,2014-10-01,NA,"[27.958324,-26.086688]",27.958324,-26.0866,NA,NA,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,gE5gKI6FyUM,Medicare Boskruin Pharmacy,2018-07-01,NA,"[27.959372,-26.087001]",27.959372,-26.087,NA,"Cnr Hawken and President Fouche Ave, Boskruin Shopping Centre, Boskruin, Randburg",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,iVWwMFUmrw7,Medicare Guardian Pharmacy,2018-07-01,NA,"[27.947178,-26.085942]",27.947178,-26.0859,NA,"Cnr Kelly and Kowie Streets, Summerfields Centre, Boskruin, Randburg",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,lL2ykiCrCBO,Medicare Palmcourt Centre Pharmacy,2018-07-01,NA,"[27.932007,-26.125792]",27.932007,-26.1257,NA,"Shop 5, Palmcourt Centre, JG Strydom Drive, Weltevreden Park, Florida",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,TfJeusJrqZz,Medicross Roodepoort Clinic,2014-10-01,NA,"[27.852028,-26.130724]",27.852028,-26.1307,NA,NA,Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,Q9dSzunKYiz,Netcare Constantia Day Clinic,1994-01-01,NA,"[27.900218,-26.147659]",27.900218,-26.1476,NA,374 Ontdekkers Road,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,y5JlXvA8YP9,Netcare Olivedale Hospital,2002-04-01,NA,"[27.972147,-26.054809]",27.972147,-26.0548,NA,"President Fouche Road, Randburg",Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,Nv1ksMDm9dK,NHLS Discoverers Laboratory,2010-01-01,NA,"[27.8941,-26.1657]",27.8941,-26.1657,NA,"Discoverers CHC, Cnr Nourse and Harrison Streets, Discovery, 1709",Gov NHLS,Urban,Laboratory,GP
Gauteng,Johannesburg,Johannesburg C SD,tsxc9QVQRXT,NHN Fauchard Clinic,2014-10-01,NA,"[27.91677,-26.16485]",27.91677,-26.1648,NA,Jan Hofmeyer Avenue,Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,mvoomBRuoP3,NHN Intercare Wilgeheuwel Medical Centre,2014-10-01,NA,"[27.894028,-26.11325]",27.894028,-26.1132,NA,NA,Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg C SD,A1APWnc3utl,NHN Mayo Clinic,2014-10-01,NA,"[27.920841,-26.150515]",27.920841,-26.1505,NA,William Nicol Road,Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,CtNzyIGr93j,Northgate Pharmacy,2010-04-01,NA,"[28.10593,-26.188916]",28.10593,-26.1889,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,OadTLqLMZ9h,Ouklip Pharmacy,2003-04-01,2012-06-30,"[27.854897,-26.10876]",27.854897,-26.1087,NA,"Cnr Ouklip and Swart Avenue, Roodekrans Shopping Centre, Roodekrans, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,ROFa5niTKn8,Pick 'n Pay Northgate Clinic,2004-03-01,2015-02-28,"[27.94212,-26.06336]",27.94212,-26.0633,NA,"Cnr Northumberland Avenue and Olivenhout Avenue, North Riding",Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,vqVRFSmc9cc,Pick 'n Pay Princess Clinic,2003-08-01,NA,"[27.85049,-26.13016]",27.85049,-26.1301,NA,"Ondekkers Road, Horizon View, Roodepoort",Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg C SD,PjubMamigiB,Port Health Services EHP,2018-11-01,NA,NA,NA,NA,NDoH Communication Officer,"Private Bag X828, Pretoria, 0001. Civitas Building Cnr Thabo Sehume and Struben Streets",Gov National,Urban,Environmental Health Service,GP
Gauteng,Johannesburg,Johannesburg C SD,CowOcgyrcEL,Princess Clinic,2000-04-01,NA,"[27.8437,-26.13731]",27.8437,-26.1373,NA,"8 Harry Road, Princess",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,wjCFu9fdIYT,Rex Street Clinic,2000-04-01,NA,"[27.864947,-26.159475]",27.864947,-26.1594,NA,"15 Rex Street, Roodepoort",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,ioTcw8iXYJF,Roodepoort Civic Centre Sub-Dis C Non-Medical Site,2013-12-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg C SD,S7m9LR3nQbh,Ruimsig Pharmacy,2018-07-01,NA,"[27.86668,-26.09651]",27.86668,-26.0965,NA,"Shop 24, Ruimsig Boulevard Centre, Doreen Road, Roodepoort, Johannesburg",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,JQWNakf22v4,SAMHS EHP,2018-11-01,NA,NA,NA,NA,NDoH Communication Officer,"Private Bag X828, Pretoria, 0001. Civitas Building Cnr Thabo Sehume and Struben Streets",Gov National,Urban,Environmental Health Service,GP
Gauteng,Johannesburg,Johannesburg C SD,rZPoUDrFWOd,Siphumlile Clinic,2000-04-01,NA,"[27.80639,-26.24306]",27.80639,-26.243,NA,"Site 3206 CBD, Doornkop",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,t1KP4t1v7ss,Sol Plaatjes Clinic,2002-05-01,NA,"[27.86061,-26.17897]",27.86061,-26.1789,NA,"1407 Durban Deep, Roodepoort",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,uTitQQQDEfu,Square Pharmacy (Johannesburg C),2002-08-01,NA,"[27.910025,-26.125823]",27.910025,-26.1258,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,nfOvHyhT8No,Town Square Pharmacy,2003-06-01,2006-08-31,"[27.919641,-26.136943]",27.919641,-26.1369,NA,"Cnr Hendrik Potgieter Road and Weltevreden Park, Roodepoort, 1709",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,jYSP0EJwGaV,Tshepisong Clinic,2001-01-01,NA,"[27.81243,-26.19072]",27.81243,-26.1907,NA,"3242 Galela Street, Phase 4, Tshepisong",Gov Province,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,TBCYFHHUj8s,Weltevreden Park Clinic,2000-04-01,NA,"[27.932279,-26.119266]",27.932279,-26.1192,NA,"Cnr JG Strijdom and Jim Fouche Streets, Weltevreden",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg C SD,zAahSOYOIKj,Westgate Pharmacy,2010-04-01,NA,"[27.931282,-26.169208]",27.931282,-26.1692,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,GN2pERn8atK,Wilgemed Pharmacy,2004-05-01,NA,"[27.90563,-26.09995]",27.90563,-26.0999,NA,"Cnr Paul Kruger and Mozart Road, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,Wv80fmgbgzX,Wilropark Pharmacy,2003-02-01,NA,"[27.847884,-26.124995]",27.847884,-26.1249,NA,"21 Mimosa Street, Wilro Park, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,fMMaCrHhPIA,Witpoortjie Pharmacy,2003-08-01,NA,"[27.834639,-26.133592]",27.834639,-26.1335,NA,"36 General Pienaar Avenue, Witpooortjie, Roodepoort",Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg C SD,g2NRezQTepU,Zandspruit Clinic,2000-04-01,NA,"[27.90366,-26.05809]",27.90366,-26.058,NA,"74 Marine Drive, Zandspruit",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,UM4lGFBV3zt,Advanced Medgate Day Hospital,2014-01-01,NA,"[27.867123,-26.138086]",27.867123,-26.138,NA,"Cnr Kingfisher Street and Pheasant Street, Roodepoort",Private,Urban,Private Hospital,GP
Gauteng,Johannesburg,Johannesburg D SD,dSoZTB08dNd,Bheki Mlangeni District Hospital,2014-04-01,NA,"[27.856929,-26.247813]",27.856929,-26.2478,NA,"2190 Bolani Road, Jabulani",Gov Province,Urban,District Hospital,GP
Gauteng,Johannesburg,Johannesburg D SD,OZwJ9S4pHQL,Bheki Mlangeni District Placeholder,2014-04-01,NA,"[27.85437,-26.248365]",27.85437,-26.2483,NA,NA,Gov Province,Urban,Specialised Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,Y44EB8HUunD,Chardith Baby Clinic,2017-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Facility,GP
Gauteng,Johannesburg,Johannesburg D SD,NiH7ucMFXFH,Charles Hurwitz TB Hospital,1994-01-01,2010-07-31,"[27.94666,-26.26112]",27.94666,-26.2611,NA,NA,Province Aided,Urban,Specialised TB Hospital,GP
Gauteng,Johannesburg,Johannesburg D SD,j5uUmK9rljk,Chiawelo CHC,2000-04-01,NA,"[27.86479,-26.279]",27.86479,-26.279,NA,"1743 Rihlamphu Street, Chiawelo",Gov Province,Urban,Community Health Centre,GP
Gauteng,Johannesburg,Johannesburg D SD,X6DOVi7p8Of,Chiawelo EMS Station,2016-09-01,NA,"[27.86479,-26.279]",27.86479,-26.279,NA,"Cnr Chris Hani Road and Rihlampfu Street, Chiawelo",Gov Province,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg D SD,WV2IFatzcca,Chiawelo LA Clinic,2000-04-01,2011-09-30,"[27.86479,-26.27911]",27.86479,-26.2791,NA,NA,Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,sfHR0xefy8N,Chris Hani Baragwanath EMS Station,2020-01-01,NA,"[27.940626,-26.259767]",27.940626,-26.2597,Rudzani Nedzamba,26 Chris Hani Road; Diepkloof 319; Johannesburg 1864,Gov Province,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg D SD,DVwXVj9Q5BP,Chris Hani Baragwanath Hospital,2001-04-01,NA,"[27.93799,-26.26009]",27.93799,-26.26,NA,"126 Chris Hani Road, Soweto",Gov Province,Urban,National Central Hospital,GP
Gauteng,Johannesburg,Johannesburg D SD,u15ZeEH5uNY,Chris Hani Baragwanath Placeholder,2000-04-01,NA,"[27.93799,-26.26009]",27.93799,-26.26,NA,NA,Gov Province,Urban,Specialised Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,OeclY2xKDBP,Chris Hani Luthando Neuropsychiatric HIV Clinic Hospital,2008-06-01,NA,"[27.93799,-26.26009]",27.93799,-26.26,NA,"126 Chris Hani Road, Soweto",Gov Province,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg D SD,DMpn0OrPA5R,Clicks Diepkloof Pharmacy,2014-01-01,NA,"[27.9495,-26.2424]",27.9495,-26.2424,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg D SD,skis8Fc6s4O,Clicks Jabulani Pharmacy,2014-01-01,NA,"[27.8577,-26.2519]",27.8577,-26.2519,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg D SD,EYnQlOFN8tH,Clicks Maponya Mall Pharmacy,2014-01-01,NA,"[27.9015,-26.2581]",27.9015,-26.2581,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg D SD,b3kpp2w4ujT,Clicks Protea Glen Pharmacy,2014-01-01,NA,"[27.811,-26.2706]",27.811,-26.2706,NA,NA,Private,Urban,Pharmacy,GP
Gauteng,Johannesburg,Johannesburg D SD,C3yLJzcmyFo,Diepkloof LA Clinic,2000-04-01,NA,"[27.94625,-26.23738]",27.94625,-26.2373,NA,"3790 Martinus Smuts Drive, Zone 3, Diepkloof",Gov Municipality,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,M4WJoKdRhzs,Diepkloof LA EMS Station,2013-04-01,NA,"[27.94014,-26.24066]",27.94014,-26.2406,NA,"227 Marthinus Smuts Drive, Diepkloof Zone 1",Gov Municipality,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg D SD,uyvXBo5TusF,Diepkloof Prov Clinic,2000-04-01,NA,"[27.94729,-26.24071]",27.94729,-26.2407,NA,"7648 Redshaw Road, Diepkloof",Gov Province,Urban,Clinic,GP
Gauteng,Johannesburg,Johannesburg D SD,ftR9IqG11xN,Diepkloof Square Mall Non-Medical Site,2014-07-01,NA,"[27.949131,-26.241468]",27.949131,-26.2414,NA,NA,Private,Urban,Specialised Centre,GP
Gauteng,Johannesburg,Johannesburg D SD,pQCfN8Xz0Pz,Dobsonville LA EMS Station,2013-04-01,NA,"[27.86359,-26.22203]",27.86359,-26.222,NA,"2332 Luthuli Street, Dobsonville",Gov Municipality,Urban,EMS Station,GP
Gauteng,Johannesburg,Johannesburg D SD,JSWxHQKlJ1y,Dr BKC Sithole General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,TLT4asTFCrj,Dr B Tlhabi General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,kG91OuVFtIN,Dr Bucibo General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,yaRGgOeKaUA,Dr Cachalia General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,iDbM6O8QzGk,Dr C Amos General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,i8q3wfyHeRq,Dr CJ Malunga General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,pweyZCj3onr,Dr CS Motaung General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,Y4fuJEYJY2h,Dr Damoyi General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,TorzYq2g8wU,Dr DA Tyamzashe General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,I8OMhZK2tYc,Dr EH Moroe General Practitioner,2008-07-01,2015-10-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,NzhOaCe0gm9,Dr E Joosuf General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,TAW2XJ3j7eX,Dr E Moosa General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,rBknne5EG3D,Dr E Nkosi General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,KYdTjxLyFzp,Dr G Koboka General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,SaHnXpLE43Q,Dr HN Mathibela General Practitioner,2009-02-01,2009-02-28,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,pVJgFU4rrD1,Dr KG Ntimane General Practitioner,2013-04-01,2013-05-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,aMgqEWcvv8x,Dr LS Jivhuho General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,imAN1Raek1P,Dr Masutha General Practitioner,2008-07-01,2010-02-28,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,Sc0zTqbW7RZ,Dr M Maake General Practitioner,2016-04-01,2018-03-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,lzrZUVKdx8e,Dr MM Chabalala General Practitioner,2013-05-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,cFASXuqphlF,Dr Mokatedi General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,qTa0pLLJNqV,Dr Mokgatle General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,ytcsyfNMX0f,Dr Molefi General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,SeGfhrc9NXL,Dr MTD Qobose General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,ASEucgthCUI,Dr NG Mdlalose General Practitioner,2008-10-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,YNBZm6GKGpF,Dr Phoshoko General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,QjcZHppgXhF,Dr SE Malatji General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,NXpfHQd17T5,Dr SG Dlamini General Practitioner,2016-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,H0Ayjgs25Pt,Dr S Ishmail General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,sfwLkPnbqrQ,Dr S Mlambo General Practitioner,2016-03-01,2017-12-31,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,YPcBjER36Jq,Dr TDD Vesi General Practitioner,2016-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,ndln8zMivrS,Dr TF Mulaudzi General Practitioner,2008-07-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,CFZDW60grWI,Dr TM Tshabalala General Practitioner,2012-03-01,2017-04-30,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
Gauteng,Johannesburg,Johannesburg D SD,iuSWZgUS9Ql,Dr T Segabi General Practitioner,2008-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,GP
