admin1_abb,admin2_abb,admin2_name,type,fac_name,admin1_name
GP,JHB,Johannesburg,Clinic,Jeppe Street Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Joubert Park Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Kibler Park Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Klipspruit West Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Kliptown Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lawley 2 Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lawley Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lenasia Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lenasia Ext 10 Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lenasia Ext 2 Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Lenasia South Civic Centre Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Malvern Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mandela Sisulu Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Maraisburg Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mayfair Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mayibuye Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Meadowlands Zone 2 Prov Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Michael Maponya Prov Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mid Ennerdale Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Midrand West Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mofolo South Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Moroka Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mountain View Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Mpumelelo Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Naledi Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Nazareth House ARV Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Nizamiye Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Nokuphila Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Noordgesig Prov Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,OR Tambo Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Orange Farm Ext 7 Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Orchards Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Orlando LA Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Orlando Prov Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Parkhurst Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Petervale Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Princess Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Protea Glen Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Protea South Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Rabie Ridge Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Randburg Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Rex Street Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Riverlea Ext Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Riverlea Major Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Rosebank Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Rosettenville Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Sandown Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Senaoane Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Shanty Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Sinethemba Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Sinqobile Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Siphumlile Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Slovoville Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Sol Plaatjies Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Sophiatown Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,South Hills Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Thembelihle Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Thoko Mngoma Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Thula Mntwana Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Thuthukani Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Tladi LA Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Tladi Prov Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Tshepisong Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Vlakfontein Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Weilers Farm Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Weltevreden Park Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Wendywood Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Westbury Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Wildebeesfontein Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Windsor Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Witkoppen Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Yeoville Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Zandspruit Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Zola Gateway Clinic,Gauteng
GP,JHB,Johannesburg,Clinic,Zondi Clinic,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Alexandra CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Chiawelo CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Discoverers CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Hillbrow CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Itireleng CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Lenasia South CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Lillian Ngoyi CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Mofolo CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Stretford CHC,Gauteng
GP,JHB,Johannesburg,Community Health Centre,Zola CHC,Gauteng
GP,JHB,Johannesburg,Correctional Centre,Johannesburg Correctional Centre,Gauteng
GP,JHB,Johannesburg,Correctional Centre,Leeuwkop Correctional Centre,Gauteng
GP,JHB,Johannesburg,District Hospital,Bheki Mlangeni District Hospital,Gauteng
GP,JHB,Johannesburg,District Hospital,Jabulani Hospital,Gauteng
GP,JHB,Johannesburg,District Hospital,South Rand Hospital,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg A Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg B Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg C Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg D Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg E Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg F Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS LG Service,Johannesburg G Health sub-District - LG EHS,Gauteng
GP,JHB,Johannesburg,EHS Port Health Service,City Deep Inland Port Health,Gauteng
GP,JHB,Johannesburg,EHS Port Health Service,Lanseria International Port Health,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg A Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg B Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg C Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg D Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg E Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg F Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EHS Prov Service,Johannesburg G Health sub-District - Prov EHS,Gauteng
GP,JHB,Johannesburg,EMS Station,Alex LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Berea LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Brixton LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Central LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Diepkloof LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Diepsloot LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Discovery EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Dobsonville LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Eldorado Park LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Fairview LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Florida Park LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Hillbrow EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Hodgsonstreet LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Huntershill LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Ivory Park LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Jabulani LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Kibler Park LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Lawley LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Lenasia EMS station,Gauteng
GP,JHB,Johannesburg,EMS Station,Lonehill LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Malvern LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Midrand LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Modderfontein LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Mofolo EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Northview LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Obstetric PPT Johannesburg,Gauteng
GP,JHB,Johannesburg,EMS Station,Orange Farm EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Orange Farm LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Planned Patient Transport Johannesburg,Gauteng
GP,JHB,Johannesburg,EMS Station,Randburg LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Rietfontein LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Rooseveld Park LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Rosebank LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Sandown LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Sandton LA EMS Station,Gauteng
GP,JHB,Johannesburg,EMS Station,Turffontein LA EMS Station,Gauteng
GP,JHB,Johannesburg,Frail Care,Andries Meyer Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Caro House Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Casarene Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Cosmos House Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Ekklesia Park Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Ephraim Zulu Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Florona Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Frederic Place Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Garden Village Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Gerald Fitzpatrick Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Greek Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Huis Hoeveld Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Jafta Alkamade Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Jordan House Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Nazareth House Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Ons Huis Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Park Care Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Pioneer House Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Queenshaven Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Roodepoort Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Sandringham Gardens Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Soweto Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,St Mary Convent Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Tswelopele Old Age Home,Gauteng
GP,JHB,Johannesburg,Frail Care,Witwatersrand Old Age Home,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr AU Pillay General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr B Tlhabi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr BKC Sithole General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Bucibo General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr C Amos General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Cachalia General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr CJ Malunga General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr CS Motaung General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr D Monnakgotla General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr DA Tyamzashe General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Damoyi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr E Joosuf General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr E Moosa General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr E Nkosi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr EC Zwane General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr EH Moroe General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Eshragi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr F Moolla General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr F Umunna General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr G Koboka General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr JC Botha General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr KG Ntimane General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr L Siphugu General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr LA Gallon General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr LS Jivhuho General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr MM Chabalala General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Mokatedi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Mokgatle General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Molefi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr MTD Qobose General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Ndhlovu Kyalami General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr NG Mdlalose General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Omar General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Phoshoko General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Pran General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr PS Mabela General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr RC Mabele General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr S Ishmail General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr S Okhue General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr SA Bokhari General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr T Segabi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr TF Mulaudzi General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Unben Pillay Surgery General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr VS Nhlapo General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Dr Vuma General Practitioner,Gauteng
GP,JHB,Johannesburg,General Practitioner,Drs Fotheringham and Quick General Practitioners,Gauteng
GP,JHB,Johannesburg,Medical Centre,Basambilu Medical Centre,Gauteng
GP,JHB,Johannesburg,Medical Centre,Medicare Boskruin Medical Centre,Gauteng
GP,JHB,Johannesburg,Medical Centre,Mediclinic Wits Donald Gordon Medical Centre,Gauteng
GP,JHB,Johannesburg,Medical Centre,Netcare Constantia Day Clinic,Gauteng
GP,JHB,Johannesburg,Medical Centre,NHN Gynaecological Endoscopy Medical Centre,Gauteng
GP,JHB,Johannesburg,Medical Centre,NHN Intercare Fourways Medical Centre,Gauteng
GP,JHB,Johannesburg,Medical Centre,NHN Intercare Wilgeheuwel Medical Centre,Gauteng
GP,JHB,Johannesburg,Mental Health Centre,Brixton Mental Health Clinic,Gauteng
GP,JHB,Johannesburg,National Central Hospital,Charlotte Maxeke Hospital,Gauteng
GP,JHB,Johannesburg,National Central Hospital,Chris Hani Baragwanath Hospital,Gauteng
GP,JHB,Johannesburg,Non-medical Site,ACA Krans Building Auckland Park Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Alexandra Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Alphen Square Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Azalea Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Berea Blue Cross Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,CHAPS Headquarters Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,CHAPS Lister Building Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,CHAPS Park Station Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,DAPP Humana People Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Diepkloof Square Mall Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Emthonjeni RTC Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Family Health Services Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Friends for Life Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Ikhwezi Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,InterContinental Sandton Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Itsoseng Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Lifemed Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Nthabiseng Support Centre,Gauteng
GP,JHB,Johannesburg,Non-medical Site,PEPFAR Partners Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Pimville Call Group Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,PPSA Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Provincial Office Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,PUSH Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Randburg Blue Cross Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Rhenosterspruit RTC Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Rock Cottage Good Health PHY Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Roodepoort Civic Centre Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Sandpark Building Sandton Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Shout It Now (Johannesburg D) Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Shout It Now (Johannesburg F) Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Society For Family Health Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Stop Suffering Non-medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,TCE Humana People Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Touch of Care Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Township AIDS Project Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,University of Joburg (RAU) Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,University of Joburg (Wits Tech) Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Vuselela Ulwazi Lwakho Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Wits Tech Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Non-medical Site,Wits University Non-Medical Site,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Randburg BMM Reproductive Health Centre,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr A Brown Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Bronwyn Lendrum Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Dorothy Mamabolo Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr I Greyson Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Joan Ashby Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Joan Hainsworth Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Karleen Richards Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Lindy John Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Luxmi Tavaria Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Marie Booysen Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Moses Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Nicole Thompson Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr P Gentleman Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Phindi Radebe Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr R Ledwaba Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Rajini Naidoo Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr RH Flatau Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Sarah Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Sue James Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Thelisile Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Sr Watson Nurse Practitioner,Gauteng
GP,JHB,Johannesburg,Nurse Practitioner,Srs S Rae and B Masekela Nurse Practitioners,Gauteng
GP,JHB,Johannesburg,Oral Health Centre,Wits Oral Health Centre,Gauteng
GP,JHB,Johannesburg,Pharmacy,14th Avenue Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Balfour Park Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Bellairs Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Brightwater Commons Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Bryanston Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Campus Square Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Carlton Centre Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clearwater Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Appleton's Village Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Bel Air Mall Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Bryanston Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Campus Square Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Cedar Road Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Comaro View Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Diepkloof Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Flora Centre Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Fourways Crossing Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Fourways Gardens Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Glenvista Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Heathway Square Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Honey Crest Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Hyde Park Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Lonehill Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Midrand Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Midway Mews Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Norwood Mall Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Olivedale Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Protea Gardens Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Protea Glen Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Rivonia JHB Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Southdale Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Valley Centre Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Clicks Village Horizon Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Columbine Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Comaro View Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Cresta Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Eldomed Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Fourways Crossing Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Glenvista Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Hyde Park Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Jabulani Mall Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Jukskei Park Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Kew Cash Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Killarney Mall Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Mangalani Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Maponya Mall Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Midrand Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Midway Mews Pharmacy,Gauteng
GP,JHB,Johannesburg,Pharmacy,Northgate Pharmacy,Gauteng
